comment,author,date,score
Hi hello here again watching this trailer because it gives me literal CHILLS,Lady Bismuth,2021-08-21T08:37:51Z,0.0
OUR TIME HAS COME,Sadistic Waifu,2021-08-21T07:34:47Z,0.0
Can we all agree that this is the best game trailer of 2021 ?,Marvelous Boy,2021-08-21T07:07:39Z,0.0
Now I guess EA and Activision play as Black and White for every generation of the FPS game,loreto,2021-08-21T07:06:19Z,0.0
They added his trick shot ☺️,LiamLemonz_,2021-08-21T07:03:24Z,0.13
The Rendezook trick shot,Cyclone363,2021-08-21T06:24:38Z,0.286
We're the mötly . Only words over heard are ohhh yea and baby,Jac Warnock,2021-08-21T06:19:47Z,0.0
3:00 RENEZOOK LETS GOOOOO,Xander Weibel,2021-08-21T05:31:16Z,0.0
Very impressive cinematic trailer!,Jonathan Jonckheere,2021-08-21T04:55:59Z,0.0
This is historically inaccurate,Ruben Alvarado,2021-08-21T04:52:21Z,0.0
GOD,Nilo134,2021-08-21T04:13:00Z,0.0
too much graphics details sometimes screws the gameplay,hardik rathore,2021-08-21T04:11:40Z,0.222
Overly dramatic motley crue huh?,Zierim,2021-08-21T03:48:08Z,0.0
"Welp, back here after vanguard. Who else?",J.D. Salazar,2021-08-21T02:50:51Z,0.0
"All people war 
And suddenly the tornado come
God had join the server LOL",Kepoin aja,2021-08-21T02:44:38Z,0.179
3:20 I've seen this before 🤔,Marek Wyrzykowski,2021-08-21T02:31:46Z,0.0
we are looking forward to this,DefectiveGaming,2021-08-21T01:58:34Z,0.0
"3:15 So no frickin body, gonna talk bout  the ""Rendezook"" referance here? Fyi, rendezook is the name of the most popular trickshot in the history of Battlefield. It was done 10 years ago",Jotaro,2021-08-21T01:50:01Z,0.131
That pilot rocket launcher thing was the most unrealistic thing iv ever seen in my life,EK Twizz,2021-08-21T01:44:34Z,0.0
Battlefield is the most underated game,Der Gewagte,2021-08-21T01:18:23Z,0.342
Really love the stun_gravy trickshot scene. Developers really paying tribute to some classics.,John Martirez,2021-08-21T01:17:55Z,0.0
*the rendezook* ❤,NAVY guy,2021-08-21T01:14:30Z,0.0
I'm so glad they added the stun_gravy rendezook.,RNGenesis,2021-08-21T00:42:57Z,0.0
"im watching this again after watching Vanguard trailer, just to make sure battlefield is better",Artmosphere,2021-08-21T00:35:00Z,0.131
Is it only me that says battle field 4 was the best camping ever?,daniel poods,2021-08-21T00:03:44Z,0.138
Beautiful,YOOO YOOO AGAIN,2021-08-20T23:57:02Z,0.0
"welcome back, we both know it’s not your first time watching this",Mini Dom,2021-08-20T23:51:23Z,0.0
Only og battle field players know what this moment is 3:16,BROLY,2021-08-20T23:15:47Z,0.206
"Imagine , this game release in Mobile 🤡",Sadnessinz,2021-08-20T22:50:06Z,0.0
"3:14  Leave the Skies to the Pro Players. 
😏😏😏😏",Rick Suaz,2021-08-20T22:02:20Z,0.074
Only in battlefield,Gabriel Miller,2021-08-20T21:57:38Z,0.565
0:24 i found the joe mama meme,Flare,2021-08-20T21:23:09Z,0.0
Vanguard reveal was ok but this trailer was like: shut up and take my money!,OUTLAVV,2021-08-20T21:20:19Z,0.0
"Day 67.
I preordered 2 months ago. Can't wait to play this. The days are getting longer as the release date gets closer.",Alexander Mendeyev,2021-08-20T20:23:29Z,0.085
The trailers and marketing have been great so far my only problem is that since battlefield 2042 will be releasing on old/new gen will old gen have less content compared to new gen like will new gen have new content and old gen will be left behind? Because as someone who does not own a new gen console i hope they do not pull a black ops 3 move and i hope they support old gen as well because honestly majority of us probably don't own one because of low restocks i just hope that battlefield 2042 will be amazing on old gen im fine with smaller maps and 64 player count because the maps are already big and on new gen its even bigger so im fine with old gen version and i hope hazzard zone will be on old gen too but aside that game looks great cant wait for open beta,Jaycee Campos,2021-08-20T19:55:30Z,0.041
RendeZook absolute clutch lol,JubileeCave,2021-08-20T19:12:43Z,0.0
Let us pray EA has no involvement in this game other than financial support.,Epsilon's Junk Drawer,2021-08-20T19:02:07Z,0.121
3:15 for guy jumping out,bagel,2021-08-20T18:48:56Z,0.0
Who wants a battlefield 4 remake?,Alessandro Poggi,2021-08-20T16:42:50Z,0.342
0:28 NOOOOO!!!,Logan Fang,2021-08-20T16:36:31Z,0.0
It’s the way they infused Mötley Crüe kick start my heart into the   Battle music,MightyV_,2021-08-20T16:33:21Z,0.131
Jet kill gave me absolute chills brought me back about 10 years lol,mmmontague,2021-08-20T16:09:49Z,0.254
"MASTERPIECE computer graphics, editing and audio mashup",Digital Illusion Calò Paolo,2021-08-20T15:58:09Z,0.0
Seems like the same level of enjoyable absurdity as the last 2 Battlefield trailers,Lion 24,2021-08-20T15:54:06Z,0.137
I still think about that jet maneuver,Musa Ndiaye,2021-08-20T15:18:25Z,0.0
3:13 anyone who remembers this your a real one,THE GAMING UNIVERSE,2021-08-20T14:47:24Z,0.0
0:48-3:30 Best moment,Gargamel 2.0 (voe yt),2021-08-20T14:26:58Z,0.0
Just here to Honour the *Rendezook* By Stun_Gravy,Pankaj Kachi,2021-08-20T12:50:30Z,0.0
This is post afghanistan 2021 this doesnt look far from reality lol,Koragh,2021-08-20T12:30:23Z,0.0
I like both this and vanguard.,Ultra Jaff,2021-08-20T12:14:21Z,0.0
I just found out that my fav BF is getting a remake!,Xbot4Life,2021-08-20T11:46:24Z,0.0
"In part 4 of the mission ""Shanghai VIPs"" a T-rex toy hangs on a minivan, which an Irishman found in this trailer 2042",Saidov,2021-08-20T10:26:36Z,0.0
Who is here after watching Vanguard trailer?,Jack Sparrow,2021-08-20T09:05:13Z,0.0
"Rendezook is great. Just dissapointed with lack of no   neebs gaming ref. ""Bipod""😂",Jon Paul,2021-08-20T08:49:18Z,0.234
Are u ready for hacker?,ศุภวิชญ์ องคะริยะพงษ์,2021-08-20T08:31:56Z,0.0
I genuinely wished I could unsee this so I could watch it again and relive that reveal hype. Oh WHAT A RUSH!,Harshit Verma,2021-08-20T08:29:46Z,0.0
Vanguard trailer was so bad I'm here to wash it away,Olya Momeny,2021-08-20T08:23:23Z,0.31
Vanguard looks like child's play compared to this,Tato,2021-08-20T07:19:34Z,0.0
After seeing the vanguard trailer I’m excited for this,Smoove,2021-08-20T07:10:25Z,0.0
Came here for the 10 years ago trick shot lol,Ky Kysky,2021-08-20T07:02:53Z,0.1
"I love Battlefield but the music has just gotten progressively worse. Starting with BF3, each successive game's theme has gotten more and more distorted and dubstep-y. Can we just get the original theme back please?",matt,2021-08-20T05:26:46Z,0.209
"After watching VANGUARD reveal i am happy that i pre-ordered Battlefield
Edit:- i am cancelling my pre order because of so many replies but i will definitely buy this game",Himanshu Khaturia,2021-08-20T03:12:44Z,0.091
Imagine jumping out of a plane and then landing back in and flying away.,Brandon Simmons,2021-08-20T02:52:53Z,0.0
i’ve never been more bricked up for a game,fiona Burns,2021-08-20T02:36:42Z,0.0
Imagine a Godzilla vs Kong event with this,Epiphany,2021-08-20T02:20:05Z,0.0
Bf 2042>Vanguard,Cryptotugboat 77,2021-08-20T01:54:06Z,0.0
"Pathetic game for people who think 2042 will look like this , people without a brain",Patrico Fritz,2021-08-20T01:15:38Z,0.183
anyone back from the vanguard trailer?,XT,2021-08-20T00:34:42Z,0.0
Like there will be ice to drive on in 2042...,KasKu99,2021-08-20T00:27:37Z,0.0
Did anyone else see COD's Battlefield 2042 trailer in the form of their own game?,Chuck Mcalister,2021-08-20T00:13:10Z,0.157
I’m here cause of Vanguard….. battlefield 2024 > Vanguard,Sergio Castro,2021-08-20T00:06:11Z,0.245
Wowww I was randomly watching tornado vids when i remembered someone told me there's a new Battlefield Trailer out lol go figure,BallistikMnky,2021-08-19T23:42:29Z,0.102
Im buying this because they used motley crue,NiCo BeRnArDo,2021-08-19T23:39:28Z,0.0
Who’s here comparing this to the new Vanguard trailer?,DC,2021-08-19T23:27:15Z,0.0
Tbh after seeing the Vanguard trailer im with you for 100% battlefield,Natives,2021-08-19T23:24:01Z,0.191
This is actually a multiplayer trailer compared to Vanguard’s,•Itz Athena Here!•,2021-08-19T21:53:12Z,0.0
Most boring trailer I saw. Bad.,Vikrant Thakur,2021-08-19T21:21:11Z,0.604
Who’s here after watching the Vanguard trailer?👇,Din Djarin,2021-08-19T21:12:05Z,0.0
This trailer was way better than today's Vanguard unveil.,Carlos Nieto,2021-08-19T21:05:12Z,0.0
So some of y'all gonna forget about 5? The devs spent more time on that game then on this,jjvader,2021-08-19T21:01:18Z,0.095
I hope this game has good maps especially since we'll only have 5 until February.,jjvader,2021-08-19T20:59:31Z,0.0
Still looks better than vanguard,Birdie,2021-08-19T20:53:33Z,0.0
Am i the only one that's worried this game is going to be filled with sweats?,Trent,2021-08-19T20:36:21Z,0.128
Watched 20 seconds of the vanguard trailer got bored and had to come back here to remind myself of this masterpiece to restore my faith in upcoming FPS games,Tom,2021-08-19T20:29:21Z,0.057
2:00 they show iphone camera lenses,Le Buckus,2021-08-19T20:24:56Z,0.0
I’ve never been into battlefield but this trailer got me hyped,The_law214,2021-08-19T20:08:58Z,0.0
After watching how boring COD's trailer was I'm so excited for this!!,LilGuyG,2021-08-19T19:57:16Z,0.144
I had to come back to clean my eyes after watching that boring Vanguard trailer,LearnToStrafe,2021-08-19T19:46:21Z,0.128
I must be the only one that isn’t excited for this but i want to be…I’m just finding this trailer a bit too much,Sid the Sloth,2021-08-19T19:31:19Z,0.0
I just love how they all stop and admire the tornado,JaXXTroNaut,2021-08-19T18:49:00Z,0.126
Here after the vanguard trailer,Vizeit,2021-08-19T18:42:24Z,0.0
Imagine what its like playing that one map with the tornado and you can see all of the little indicators of your friendly teammates in that tornado💀,Dark_ apple977,2021-08-19T18:40:05Z,0.0
who’s here after watching the vanguard trailer and just thinking how much better this looks lmao,HjonKK,2021-08-19T18:27:31Z,0.0
"Time to stock up on energy drinks, biscuits, and of course book a week off. 😂.. Oh and get new headphones.",Juba1944,2021-08-19T18:20:30Z,0.064
Came here after Vanguard trailer. Just needed to see how the trailers should be done.,Krzysztof Cichoń,2021-08-19T18:04:21Z,0.0
"Here after Vanguard reveal Trailer
Battlefield is taking the W this year",Smoky,2021-08-19T17:57:18Z,0.191
4:25 momento just cause 4,Ethan gael,2021-08-19T17:41:27Z,0.0
"This just seems like battlefield 4 if they gave it a bit of a revamp, which is good but I also just don't think it'll have enough difference to be worth a 60 dollar price tag compared to 4.",Piggiey P,2021-08-19T16:24:12Z,0.042
"People who didn't this - you are f*****g awesome!!!
Never saw thing's cooler in game area, then this trailer!!!)",Виталий Ковальчук,2021-08-19T16:22:48Z,0.0
I can feel it already. This is going to be an absolute Banger.,Moritz Rossbroich,2021-08-19T15:30:34Z,0.0
"So far this trailer and game reads like a love letter to the battlefield community, I absolutely adore it",Daydreaming,2021-08-19T15:17:56Z,0.092
Hope it'll be good !,Ayushman,2021-08-19T13:46:13Z,0.0
3:18 the goosebump shot 😍,Bronson Terang,2021-08-19T13:18:17Z,0.0
This is 100% worth the discontinuation of Battlefront II after they needed all-hands-on-deck for this game,Enzo Kohlmayer,2021-08-19T11:54:12Z,0.122
Pls Polish dubbing on the game,Zielu,2021-08-19T10:36:27Z,0.0
Take my money,Антон Новиков,2021-08-19T10:12:38Z,0.0
"I can't wait for this 

But my PC isn't ready for this",FadedWorld,2021-08-19T09:26:27Z,0.195
I want this game so badly!,Smansi,2021-08-19T05:42:29Z,0.447
Is it just me? I don't see the anything futuristic in this trailer.,Walter Trees,2021-08-19T04:54:12Z,0.0
It would play in a PS4 easily 🙄,Evandro S.,2021-08-19T04:49:30Z,0.0
"Me: Cool
Community: Cool
GPU: Not Cool",Robot on The Internet 01,2021-08-19T03:57:43Z,0.186
"4:24
Why walk when you can FLY",denHund101,2021-08-19T02:27:35Z,0.0
This looks amazing 😍,Rah' The Mainah',2021-08-18T21:12:10Z,0.0
They really did the eject from jet and shoot rpg at the other jet like they used to do in bf4😂,Your mom sends me pictures 😉,2021-08-18T19:55:11Z,0.132
Among us,Rei,2021-08-18T19:13:58Z,0.0
Something about battlefield trailers that just causes me to keep coming back,Lolmate,2021-08-18T16:46:24Z,0.191
"Here's a choice for gamers....
Rank these games in order u would like them to be released (assuming none of them is released yet)
Battlefield 2042
GTA 6
Witcher 3
Red dead redemption 2
Halo infinite
Dying light 2
Far cry 6
Cyberpunk

So ur first choice would be released after 1 yr and the 2 nd after 2 yrs and so on...
The only catch is that the later a game releases the more polished and glitch free it will be. So ur last choice will be released after 8 years but will run ultra smooth and first choice after 1 year but glitchy. 
OR
All of these games release at the same time after 4 years.",reXXter,2021-08-18T15:11:09Z,0.053
RENDEZOOK,RAYV3R,2021-08-18T14:52:18Z,0.0
"Whoever came up with the idea that in aerial dogfight you can kill a plane with a bazzoka, deserves a noble prize.",Adrian Antique,2021-08-18T13:20:45Z,0.157
BF Veteran here. Just told my wife i got recruited again,FilthyDorito,2021-08-18T13:12:23Z,0.0
Shut up and take my money !,XXX,2021-08-18T12:57:33Z,0.0
They’ve added “RandeZook”. LEGENDARY,Mohammad Umair Airish,2021-08-18T11:56:30Z,0.0
"I don't even care how many times i watched the trailer , it's just amazing.",zeuWinder,2021-08-18T09:07:42Z,0.135
Sheesh,Mohamed Al Hafiz,2021-08-18T08:56:13Z,0.0
This is better than WW2 Shitguard,MrBajaBlamps,2021-08-18T08:08:53Z,0.0
Stun_gravy the hero,louis insanity,2021-08-18T08:04:35Z,0.0
kickstart my heart hell yeah,inoretskaS,2021-08-18T08:01:48Z,0.354
When you realize the first shot in the trailer is of Antarctica.,Scribejay,2021-08-18T07:06:06Z,0.0
How could u give this trailer a thumbs down ?,Uptown215,2021-08-18T06:59:33Z,0.0
"Flight engineer: why are u bringing a bazooka?
Pilot: 🤫",Review Freak,2021-08-18T06:26:02Z,0.0
"I see robots, I downvote.",Knödel,2021-08-18T06:05:23Z,0.0
and let me guess when its released its not even finished,Carolus Rex,2021-08-18T03:45:01Z,0.0
Why am I in love already,A J,2021-08-18T03:13:39Z,0.0
Should have been Battlefield 2042 vs. Terminator 2029 A.D.,Steven Cudnoch,2021-08-18T03:10:46Z,0.245
Legitimate Cyberpunk be like:,라조39,2021-08-18T02:31:35Z,0.0
Those dislikes are from Warzone and Cold War players,GT 1030,2021-08-18T02:05:01Z,0.485
"I have a question. If I’m playing on a current gen console, will I still be able to get into 128 player lobbies?",Colin Gall,2021-08-18T01:39:09Z,0.0
It looks great but go into it with caution if history repeats itself the quality of the game will severely decrease compared to the trailer,Ben Dover,2021-08-18T00:39:24Z,0.135
This can be game changer,JDM lover,2021-08-18T00:24:51Z,0.0
This is the trailer for WW3,Jasson Johnson-Morais,2021-08-18T00:07:17Z,0.0
i love the fact that they used kickstart my heart,Flubawub,2021-08-17T22:36:43Z,0.0
Really can’t wait to play this game and roll around in tanks and helicopters with the homies 😂 boutta be fun asf,James with the m3,2021-08-17T22:13:30Z,0.057
Seeing this in 2042 be like,A J,2021-08-17T21:42:02Z,0.0
"celebrity: * posts literally anything in twitter *
the entire twitter one day after: 3:30",bearosth idk,2021-08-17T20:37:49Z,0.0
Here for my eyebleach from Vanguard. :),DefectRobo,2021-08-17T20:36:56Z,0.0
Sharktornado at the end😀!,BloodyEVILeye,2021-08-17T19:55:08Z,0.0
strap up boys we going to afghanistan again,BAMBAMKAM#31,2021-08-17T19:38:08Z,0.0
Is jt on gamepass to,Bart Van den brink,2021-08-17T19:33:45Z,0.0
dislike,rami,2021-08-17T17:52:56Z,1.0
I just hope all these actions we can actually do in game...not just a trailer hype 💁🏻‍♂️,Sadib YR,2021-08-17T17:48:37Z,0.0
Who came here after the plane scene,GABBAR,2021-08-17T17:32:26Z,0.0
"I think i went through 5 mild cardiac arrests, I need to lay down",Nahuel Martin Funes,2021-08-17T17:00:54Z,0.182
If this game is remotely close to BF4 then it’s already gonna be the best game out there,Yaahboi52,2021-08-17T16:36:00Z,0.0
"I would buy this game only if they have active community for anti-cheat because from my past experiences like in bf4, bf1 and bf5 in every server there is atleast one cheater ruining the game so please do something about this then only bf2042 would be much enjoyable",Harmit Patel,2021-08-17T15:23:06Z,0.094
battlefield is trash,Danijela Klisturic,2021-08-17T14:59:15Z,0.565
"All I hear in this trailer is Lewroy, I guess it’s time.",Idiotic Child No. 01,2021-08-17T14:17:02Z,0.0
Take everything that makes your game fun and put them all into one package! 👍,Reynard Misae,2021-08-17T13:56:06Z,0.0
"Dear DICE, 1440p/120 on series X? Please?",SGTScubasteve55,2021-08-17T13:17:10Z,0.0
Can't wait to blare Kickstart my heart while charging a tank with c4 on it,Tzar of Glory,2021-08-17T13:16:18Z,0.0
Can confirm a day later I've had a dream about tornado,Supa,2021-08-17T12:40:20Z,0.0
